OBJECTID,WATBREAKINCIDENTID,INCIDENT_DATE,BREAK_TYPE,ROAD_CLOSED,SIDEWALK_CLOSED,HOUR_IMPACTED,UNITS_IMPACTED,CW_SERVICE_REQUEST,STATUS,STATUS_DATE,WORKORDER,RETURN_TO_NORMAL,BREAK_NATURE,BREAK_APPARENT_CAUSE,REPAIR_TYPE,NEW_SECTION_LENGTH,MAINTENANCE_DESC,VALVES_CLOSED,VALVES_OPENED,HYDRANTS_CALLED_OUT,HYDRANTS_CALLED_BACK_IN,POSITIVE_PRESSURE_MAINTANED,AIR_GAP_MAINTANED,DISINFECTED,MECHANICAL_REMOVAL,FLUSHING_EXCAVATION,HIGHER_VELOCITY_FLUSHING,ANODE_INSTALLED,BREAK_CATEGORIZATION,BACTERIA_TESTING_DATE,HEALTH_DEPT_NOTIFICATION,MOECC_SAC_NOTIFICATION,SAC_REFERENCE_NO,LOCAL_MOE_OFFICE,BWA_DWA,BWA_DWA_DECLARED,PROCEEDURES_FOLLOWED,RECORD_CHANGE_REQD,ROADSEGMENTID,CIVIC_NUMBER,STREET,ASSETID,ASSET_DEPTH,FROST_DEPTH,ASSET_SIZE,ASSET_YEAR_INSTALLED,ASSET_MATERIAL,ASSET_EXISTS,GLOBALID
8040,1845,1362009600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1391731200000,78243.0,,CIRCUMFERENTIAL,SOILS,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,22879,170,MANCHESTER RD,85458,,,150.0,1962,DI,Y,03b74ba2-6666-40d8-87d8-40c8c6d3ffc1
8041,1846,1361923200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1391731200000,78195.0,,CIRCUMFERENTIAL,UNKNOWN,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,13265,140,MONTGOMERY RD,27160,,,150.0,1951,CI,Y,df0cd825-65e5-485a-bc9f-5420e95664c9
8042,1847,1361577600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1391731200000,78102.0,,CIRCUMFERENTIAL,UNKNOWN,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6966,547,WELLINGTON ST N,41690,,,300.0,1929,CI,Y,8322c43b-63a9-4077-8f44-a83f7bb117a9
8043,1848,1361491200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1391731200000,78058.0,,CIRCUMFERENTIAL,AGE,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,12661,1099,GUELPH ST,59960,,,150.0,1957,CI,Y,88953970-2938-4287-9bca-698fb628642d
8044,1849,1361318400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1391731200000,77999.0,,FITTING/JOINT,COMBINATION,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11490,160,MERNER AVE,98392,,,150.0,2014,PVCO,N,e7a3c396-65b4-4ee1-9e90-8749df77c5e2
8045,1850,1361318400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1391731200000,77998.0,,CIRCUMFERENTIAL,CORROSION,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,1284,42,ABERDEEN RD,290,,,150.0,1958,CI,N,79c0028a-f93e-4a69-969c-99dcf35c5ea6
8046,1851,1361318400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1391731200000,78016.0,,CIRCUMFERENTIAL,CORROSION,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10771,67,KINZIE AVE,22490,,,150.0,1960,CI,Y,26cfbf63-38ed-4ede-9ac8-9e4acf21cea6
8047,1852,1361232000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1391731200000,77947.0,,CIRCUMFERENTIAL,AGE,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6224,150,RIPPLEWOOD CRES,88076,,,150.0,1960,CI,Y,818630ef-7a89-4094-ace3-80f61b6e7612
8048,1854,1360886400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1391731200000,77927.0,,CIRCUMFERENTIAL,COMBINATION,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,8861,88,ABERDEEN RD,136824,,,150.0,,PVC,N,bb455ad5-498e-4586-b70d-63bc402dab67
8049,1856,1360281600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1391731200000,77523.0,,CIRCUMFERENTIAL,AGE,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10146,126,JACKSON AVE,20530,,,150.0,1947,CI,Y,efa90634-8b06-44c5-bfd8-ec9592cedb30
8050,1857,1360281600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1391731200000,77528.0,,CIRCUMFERENTIAL,AGE,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,15862,98,QUEENSTON CRES,31880,,,150.0,1966,CI,Y,35acce3a-81df-4163-aec9-d29c76924f80
8051,1858,1360368000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1391731200000,77562.0,,CORROSION,CORROSION,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,15911,10,CONFEDERATION DR,7730,,,150.0,1966,CI,Y,a42e8ad3-d974-4fe2-bbdd-ddac3459d267
8052,1859,1360368000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1391731200000,77563.0,,CIRCUMFERENTIAL,COMBINATION,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,12413,25,HAMEL AVE,17950,,,150.0,1964,CI,Y,9011255b-f042-492c-90ad-f1b2f40373f7
8053,1860,1360454400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1391731200000,77595.0,,CIRCUMFERENTIAL,AGE,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,20774,8,WESTGATE WALK,42050,,,150.0,1959,CI,Y,6da3d133-7d11-4699-849e-ff98e8068619
8054,1861,1360022400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1391731200000,77327.0,,CIRCUMFERENTIAL,COMBINATION,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10379,153,OXFORD ST,29900,,,150.0,1947,CI,Y,61a59cca-9e7f-46b6-b1d1-7b0f551087df
8055,1862,1359676800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1391731200000,77140.0,,FITTING/JOINT,CORROSION,,,,,,,,Y,Y,Y,Y,Y,Y,N,CATEGORY 1,,,,,,N,,Y,N,20794,3,WESTFOREST TRAIL,88430,,,300.0,1988,DI,Y,07f1da4e-1ca3-4832-ad14-247d3887d44a
8056,1863,1359936000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1391731200000,77205.0,,CIRCUMFERENTIAL,AGE,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,13039,42,DANIEL AVE,8940,,,150.0,1964,CI,Y,d65c00a3-80eb-43c3-8c9c-62b40aae8eb2
8057,1865,1359676800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1391731200000,77140.0,,CIRCUMFERENTIAL AND FITTING/JOINT,CORROSION,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6105,,VICTORIA ST S,88430,,,300.0,1988,DI,Y,aaaadaba-26aa-4b64-bae3-348f58e664d5
8058,1866,1359504000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1391731200000,77016.0,,CIRCUMFERENTIAL,COMBINATION,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,20698,202,OVERLEA DR,29790,,,150.0,1967,CI,Y,0bba7433-83ae-4020-b83e-8a156640b470
8059,339,1077753600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,1231,415,BELMONT AVE W,2010,,,300.0,1957,CI,Y,a69b26b1-45e4-4c61-8a00-866ec060ca52
8060,48,969494400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,1717,465,VICTORIA ST S,73200,,,600.0,2006,CPP,N,f6a72576-ea9c-4f10-985f-b330cba4f523
8061,33,979862400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10138,185,SHELDON AVE N,34670,,,150.0,1946,CI,N,d4f4e29a-de8c-4f5b-9429-6df2ea387bd8
8062,938,1109808000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11696,15,OTTAWA ST N,29200,,,150.0,1952,CI,Y,b84216eb-7865-4521-bcc7-4f0ea12cca74
8063,878,1151193600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,8728,10,HAZELGLEN DR,18230,,,300.0,1968,DI,Y,1b22a404-1747-49f8-9b8a-f1e948f5efbe
8064,1344,1232236800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963508000,3506.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,15884,11,TANGLEWOOD AVE,37540,,,150.0,1958,CI,Y,0e09907f-49cb-4f5a-8fb3-e7a9b35afd85
8065,406,1108684800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,22904,47,LYNDHURST DR,24600,,,150.0,1958,CI,Y,7129668a-dc0d-43b9-88e4-94741ccabb1e
8066,854,1040515200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,20698,211,OVERLEA DR,29790,,,150.0,1967,CI,Y,dd3c98e4-c57a-4847-a956-7639c665cc67
8067,733,1138579200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9958,99,MONTEREY CRES,27100,,,100.0,1963,DI,Y,ed2db38f-80b4-453e-bbb0-685c94205f82
8068,266,917395200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11743,453,OTTAWA ST S,29660,,,,,,N,1c8c083c-e54d-44db-8b6c-91973db0604c
8069,1024,869443200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,40174,150,VICTORIA ST N,81902,,,600.0,2008,PVC,N,e0ec6ced-be14-4b1e-acae-8bd67c9ba746
8070,860,1045440000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,23216,131,GAY CRES,16000,,,150.0,1967,CI,Y,12f1600f-73ef-4784-9dd8-ae4049ad7e21
8071,61,1043280000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6693,61,HALLS LANE W,77534,,,300.0,2013,PVC,N,b9f97cbc-b0a6-471a-bf53-d941a037c9ed
8072,462,1103846400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11330,319,SPADINA RD E,77368,,,150.0,2011,PVCO,N,26c392d8-87e1-495c-a801-d547b3634b08
8073,87,917481600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11371,103,STIRLING AVE S,76747,,,150.0,1940,CI,Y,b786b903-2bd1-4686-bd86-08e9b5bcb37d
8074,974,1166400000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6142,155,UPLANDS DR,38850,,,150.0,1974,CI,Y,a0650bdd-e8a9-4897-a2d0-1929716f8761
8075,15,1133395200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9167,15,SCHNEIDER AVE,76066,,,150.0,2009,PVC,N,57b9ec6a-f855-45d2-802c-fdb6a5deb31b
8076,45,1023062400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10658,46,MT HOPE ST,76742,,,300.0,2010,PVC,N,bedae656-d082-496a-82c2-419a79a238b5
8077,69,1142812800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6191,62,SUMMIT AVE,37080,,,150.0,1964,CI,Y,e89f5b21-9b38-4295-802f-56683abbe779
8078,751,940723200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11424,350,HOFFMAN ST,19590,,,150.0,1964,DI,Y,62d024cf-88c4-48ea-8ac8-96697beb789e
8079,512,1064188800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,603815,47,SHIRLEY AVE,34900,,,150.0,1960,CI,Y,656d9710-b2cb-48ee-8121-5235a9cd05c0
8080,388,977184000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,13260,50,DIXON ST,9450,,,600.0,1960,CPP,Y,f3d74835-0986-4b79-b1a3-befc05380ece
8081,28,1151884800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11330,310,SPADINA RD E,77368,,,150.0,2011,PVCO,N,4faf22a2-d2f2-477b-931f-c0e3155437f4
8082,1317,931305600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963508000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,5880,575,KING ST W,76569,,,250.0,1889,CI,N,d0ced53f-00e8-4c8c-9f11-d4f5f55f04d8
8083,218,857433600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9840,15,LIBERTY AVE,77126,,,150.0,2012,PVCO,N,ebfd934e-45e7-4c89-b9b3-5f5c379fec2b
8084,1259,1228089600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,2317.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,20672,99,VISTA CRES,133140,,,150.0,2016,PVC,N,3fe1aa04-9457-4cf2-a849-a4df0688d123
8085,1276,972950400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10073,53,FLORAL CRES,14660,,,150.0,1971,DI,Y,36af3231-8892-47be-a0bc-928d678174d4
8086,35,931996800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6770,19,WEBER ST E,79238,,,,,,N,8e576c57-1a7a-4e2b-b071-4476cba7504d
8087,9,999388800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11061,787,KING ST W,21390,,,250.0,1889,CI,N,a65ae746-799f-4a72-812a-a70926296927
8088,374,853632000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,1284,26,ABERDEEN RD,290,,,150.0,1958,CI,N,a2093169-4780-46d3-aad6-eef09548e25d
8089,906,979257600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,20895,40,MEADOW CRES,26150,,,100.0,1969,DI,Y,4553157a-4058-4438-aa46-64c17925c056
8090,588,910742400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6498,336,GREENBROOK DR,76498,,,200.0,2010,HDPE,N,53df844e-92de-45f4-b2c2-8dd22a3c640f
8091,1402,1254700800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963508000,17684.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10129,184,OTTAWA ST N,29230,,,,,,N,bbd83933-40ff-40fa-8596-c5eb56d0b3bf
8092,159,887932800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11697,62,BRICK ST,4430,,,150.0,1952,DI,N,48db4290-ed9f-48e7-bdad-93fd0d29ae05
8093,558,1140134400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,15760,98,AVON RD,1340,,,200.0,1961,CI,Y,18124509-3605-4b5b-a0c0-3bf5ad01a236
8094,586,1038182400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,102994,76,GILMOUR CRES,16240,,,150.0,1962,CI,Y,82efb2cd-e9e8-416d-931b-b4cdd0e916fc
8095,106,949017600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10185,399,WEBER ST E,40960,,,,,,N,2f2a0d13-bc43-480c-a350-8fe278591ff5
8096,909,1013731200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,1311,93,ROSSFORD CRES,90648,,,150.0,1969,DI,Y,f81f5615-d2c7-4be9-a650-d9f3f17a0b00
8097,146,1109635200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9880,245,MELROSE AVE,76688,,,150.0,2010,PVC,N,5581db7d-0aab-4fe9-867f-5e3e7729381d
8098,1135,1180915200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,175473.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,8668,80,SHADELAND CRES,34390,,,150.0,1972,DI,Y,339e8eaa-a3d8-4b9a-b142-a6fc72d2e8aa
8099,765,1010361600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,15906,14,STRATHCONA CRES,36960,,,150.0,1965,DI,Y,4789f5fa-5f4f-4549-8234-8f36d7bdcb5d
8100,789,1110153600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,15933,144,CONFEDERATION DR,7780,,,150.0,1966,CI,Y,2214ace2-b33f-418c-b5e4-3c8b00982643
8101,390,1010966400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,13319,211,DIXON ST,76462,,,150.0,2010,PVC,N,b41985d3-e150-4ca2-9526-706f832ae5d1
8102,247,860025600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9881,410,DUMFRIES AVE,133956,,,150.0,2016,PVC,N,7bd1f822-e18c-483d-af1a-2a91b07aca32
8103,1262,1228089600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,2327.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,10005,70,FOURTH AVE,133994,,,150.0,2017,PVC,N,4c98e97f-450e-44dc-b730-29c55da4e448
8104,1381,1237420800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963508000,6795.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,23188,102,INDIAN RD,20250,,,150.0,1967,CI,Y,77c07093-0207-4780-91f5-c9bad525d07e
8105,20,989971200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,11079,123,VICTORIA ST N,98272,,,600.0,2008,PVC,N,01760f39-51cd-4aa2-b1aa-823cf6ed7682
8106,328,1095292800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,20668,163,GATEWOOD RD,15930,,,450.0,1956,CI,Y,8cbd8754-67bd-433f-8452-b951ba4f1900
8107,913,1017705600000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6094,331,WESTWOOD DR,42910,,,300.0,1969,DI,Y,05b7b39e-b41f-4efc-845e-d781bccafb33
8108,398,975715200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6513,34,HEARTH CRES,18320,,,150.0,1958,CI,Y,d8149e57-7754-4cf4-ad28-6e261d415bc1
8109,979,867456000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6813,4,CHARLES ST E,2500,,,300.0,1970,DI,N,e3c422c8-5749-4d35-8ea4-6a9b5ef649ca
8110,449,1075852800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,23059,215,FERGUS AVE,14280,,,200.0,1959,CI,N,bbd14b32-61d1-4815-9094-388fcf13aa8f
8111,1219,1208131200000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,191251.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,8673,142,MARKWOOD DR,86864,,,150.0,1968,DI,Y,7047967f-ea08-4220-b05b-ab852733ace4
8112,155,1045094400000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963506000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,9762,,BECKER ST,1830,,,150.0,1952,CI,Y,4486aaa0-5c79-474f-825c-039409076f36
8113,1362,1233792000000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963508000,4323.0,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,21842,161,WOODHAVEN RD,43920,,,150.0,1954,CI,Y,967c2f9c-3b7f-43a6-9991-07c1256b9e90
8114,737,1072396800000,MAIN,Open,Open,8-12 hours,,,REPAIR COMPLETED,1323963507000,,,UNKNOWN,OTHER,,,,,,,,Y,Y,Y,Y,Y,Y,Y,CATEGORY 1,,,,,,N,,Y,N,6214,66,BUTTONWOOD DR,5160,,,150.0,1963,CI,Y,3db8d328-b571-4721-8912-a44e35f37fed
